,Vmax,Km1,Km2,Ki
0,9.671171272410675,102.16415251646318,9.703120481736118,132.38195584711332
1,61.82472472510376,103.79993694779051,64.82432713692378,137.0456985937736
2,4936268.969965172,108.33187719885757,5071369.438297067,135.1449587347425
3,21.710791959493747,100.64943880906178,22.646919522138756,143.7871193053565
4,83.19256129786078,120.6994946410745,83.29257278246065,144.46750048865684
5,118236.96401370873,118.95846112912723,121353.27636240628,163.26270956974255
6,10.406570923867648,115.51567806860666,10.030431373122987,145.20327415100067
7,5514127.41953962,112.46257259107408,5745698.513358042,147.22779244661123
8,13.988693598479196,101.18216214187646,14.465981496059406,130.50163858796876
9,13.47880206920192,97.4181464061809,13.89472590245252,125.92926242378822
10,12.671859669010177,105.17379997701575,12.612307798062506,135.0229466471483
11,1482807.351057501,115.4519476341001,1521896.0580802294,145.7062328095563
12,7.889024664060933,129.09464589654135,7.102631650943485,151.5660905451458
13,14.058800054711726,107.85169796119673,14.034108659586318,135.84533923768706
14,11.258309508036499,123.03971105971178,10.748573204845236,148.68386743335034
15,14622277.667323103,121.59805115554339,14659585.459091973,143.81346477571952
16,12.957641984270483,98.7623994104956,13.474164875236253,139.32290070671408
17,4.425571138939787,99.61862535122381,4.169594123498698,143.8810031038907
18,6.185330561835701,111.88767762613143,5.771332454793489,145.72911521310857
19,1499614.3209609299,104.83998745515288,1567678.1567063325,130.42588674373022
20,11.865488161059602,123.94639218820542,11.4540543244227,160.6420031178275
21,7.350156280606046,113.38824554524702,7.137472516526244,157.5616771683696
22,112.0020959141277,112.4075022460724,117.50307248149944,144.72189172113042
23,7716138.557182356,110.00207201398425,8009268.671347111,152.1835415731838
24,5.436893434056539,123.02427416423838,4.8836061803873525,152.16835723169066
25,21.706797080283554,107.80682345793163,21.99434343492071,135.56167037919323
26,11.668550214975467,109.75888592482141,11.550580460949154,135.4189633779086
27,7.304152369056189,108.66433767990318,7.020126995715321,139.6804062404321
28,12.09428132033027,134.60967582391802,11.323861435217633,184.03752638672097
29,12.596437971941905,104.45713338985124,12.741221549016307,144.39469282994477
30,8633441.31089221,129.63285611538998,8498432.934363896,158.08087736633436
31,17.062703801337012,114.2326592786032,16.969462661006464,142.2976679684407
32,10652117.5945814,115.27793331040739,10888676.099178227,150.68686113285102
33,6.193832084785515,115.33753175190948,5.733522627636606,150.25821951506103
34,5.849900421471614,100.73140543808394,5.59014799087985,127.33858244504135
35,28.334336875767807,114.9652691032472,28.99036309448077,155.36750301770837
36,3314602.812629363,115.57027339878853,3354887.4359357515,141.83498866068197
