,Vmax,Km2
0,2.651059738659692,3.2590316566592255
1,2.672755983589759,3.2993522222197336
2,2.615054728427703,3.1240350189585717
3,2.6659170889911463,3.2635531720069153
4,2.6780205227770595,3.3387159512729867
5,2.6763004789373253,3.317219729092815
6,2.669486848170763,3.2727525793328973
7,2.67786010168807,3.342869611823367
8,2.6390148270958433,3.20707128219871
9,2.6452179741719575,3.207914623853466
10,2.667795438659237,3.292518763925911
11,2.6308361939542664,3.157676916904182
12,2.6446320006004385,3.224044531483018
13,2.69561671551016,3.384583952874559
14,2.6572032950589324,3.234528581655312
15,2.664555037248442,3.2690264250821635
16,2.672885738993605,3.3054590158218495
17,2.7033393480240977,3.421513000931479
18,2.71566043924123,3.446399021120902
19,2.6949239079180867,3.3768808896612574
20,2.6085066304523226,3.1112658500888313
21,2.642196624473271,3.217738875636133
22,2.760233936902446,3.5817235581805322
23,2.666904903030132,3.2760576813985907
24,2.659903625542699,3.2578420763153213
25,2.652484325312201,3.219143760668997
26,2.6571650501641386,3.2546991012735313
27,2.663293086030646,3.261513173279117
28,2.6377422293053123,3.2147962221319015
29,2.6410120488951843,3.223445516517337
30,2.6939098011831284,3.3674399045095225
31,2.635310191793235,3.1965616705337405
32,2.6168470788892813,3.1610717469866083
33,2.6659082170347363,3.2807926648795602
34,2.6430981576820978,3.242104662318928
35,2.665293032245902,3.2694653657010986
36,2.707938798847263,3.4081692878057193
37,2.698132637080057,3.3780864957397085
38,2.664527687047729,3.294931040934834
39,2.7180781256619677,3.426705029479147
40,2.635408690921811,3.1801176404767704
41,2.6286588444757704,3.1918968735605575
42,2.656358559375684,3.239149903243631
43,2.691110568724855,3.3171208216640755
44,2.6654694841920445,3.2810211011916808
45,2.6941998731140755,3.371413255442075
46,2.6788572166123026,3.34117106775075
47,2.6393935060378637,3.2182728601772257
48,2.680954868993819,3.3402999296772022
49,2.6147176721541032,3.1246317078534953
50,2.6384204785465806,3.2199519520848154
51,2.635281685073391,3.1891483960972726
52,2.6901136025100616,3.3786722971351484
53,2.659652814621445,3.3100736736409564
54,2.631883704524629,3.216143587069625
55,2.632172732583935,3.169419114403185
56,2.68177176981652,3.37156749857211
57,2.6987153768048104,3.400737031730294
58,2.621048038106878,3.1574079409449247
59,2.667662258251509,3.273307318207188
60,2.6235723314062005,3.161067890938274
61,2.661910845850723,3.2510897710662636
62,2.686970944800361,3.365877523719469
63,2.6082213308956255,3.0848401368575358
64,2.684024073561855,3.3383358992986034
65,2.652986125376979,3.2806139816133677
66,2.646092903966817,3.225185037503432
67,2.612933740537478,3.1248321478352925
68,2.686805982756145,3.352848353820453
69,2.63689945160336,3.208801460227732
70,2.6993582612340004,3.3409072282405514
71,2.6231828812767923,3.168192873534315
72,2.5940826627857607,3.066089144278341
73,2.642085520989859,3.2204767634616047
74,2.7009411791846087,3.3927190698266707
