,Vmax,Km1,Ki
0,0.8980343108942573,84.63497955412011,116.74075355113153
1,0.8368252092532156,77.43509897189408,127.73802947972818
2,0.8739979469813507,81.16855053879209,121.27673835933335
3,0.8839195027600247,82.75367439400503,120.26051634283718
4,0.8938414833715869,85.29740217539737,114.5781263461961
5,0.9056687635718205,84.4214647627017,115.8663222166934
6,0.9103856388915889,84.55034165544433,116.51804120300915
7,0.8708472224268577,79.60535171109333,124.77336544206216
8,0.9060057249125246,82.75491045890823,118.83060685098458
9,0.8784584199534294,81.66875135536627,120.35992244447368
10,0.872271640544949,79.01642725878166,125.28434304073016
11,0.8735181243589344,81.2980633772563,118.56385552243992
12,0.8736041899624293,80.73514035473845,123.35729700842663
13,0.9103126781506068,85.62687550562505,112.30314639557992
14,0.8940636420398965,83.14800866897983,118.97264946281219
15,0.8439864438342407,75.80694292744988,124.94866934783627
16,0.9002996720713432,84.79573802158617,113.38912939440864
17,0.8513385989401255,78.49574572023919,124.06902481689004
18,0.9093836141160606,86.39321087328392,110.90056890848442
19,0.8642007232837454,78.52017199609672,126.67954717296075
20,0.853145488498969,76.99378519409531,124.13692142149583
21,0.8832769240990574,85.3441691970685,116.79882039295646
22,0.8959342407934482,83.59121702948839,116.5418670867137
23,0.8632144170605612,79.2560613612146,124.34654919992009
24,0.9280315924646061,87.02553557734005,111.63733934621835
25,0.8885331329729261,83.21619025702138,119.38668450085748
26,0.8755271345542153,83.38510296063912,118.51087304430125
27,0.8961751962448682,83.20355532463633,118.62821581415274
28,0.9208049202009918,86.35941530426476,113.61309976882742
29,0.887751968118784,83.04300565545415,119.62674072405406
30,0.9180190509340291,86.48143924512961,112.96013826107371
31,0.8951071967126705,85.46294278178559,114.43434349556641
32,0.8994093619727357,83.38637745308917,118.06132435681805
33,0.8972233056262747,83.54897803497849,118.61835673644705
34,0.9014624614826122,84.38095585979688,112.72262967925923
35,0.8676801089325981,79.6610397158467,125.0660710933662
36,0.8412720928748131,77.50060468052074,127.24523292594877
37,0.8494904508188694,78.45812522189551,124.5551319927371
38,0.9058560624106028,83.78991790652798,117.64526075683938
39,0.8269937350408612,77.52383321756461,129.6567916005359
40,0.8710324096194607,80.58933903633486,123.71886953857104
41,0.9009227260304011,84.65046641332219,116.57449309450057
42,0.859657378610486,78.9503619930482,124.10811195630322
43,0.8800773065605985,80.73442695824937,122.70924463976681
44,0.8553424949175922,77.01894159161098,128.67723059315495
45,0.9236780192084996,86.2248373490735,113.65318649759222
46,0.8854446876486937,82.75163440768185,116.21495888523239
47,0.8309711415258902,77.07935787043444,129.4006888754609
48,0.850963750490425,77.74503550699394,123.7328954776257
49,0.8823515579835289,80.89617298372399,122.49015423658811
50,0.8792691031690059,80.45108367218221,123.5451664846985
51,0.9147750419796717,84.9174132635994,115.27992092923667
52,0.8787272408355872,80.85892559583195,120.69506741427027
53,0.9017614840568554,85.11470897180142,113.2719770245872
54,0.8565151203995185,78.89365088590624,122.38189748214481
55,0.8736052488107877,80.55932642750268,118.80978475411982
56,0.8775094884448313,81.18609212663458,121.92231879878312
57,0.8919223212210013,81.96118962131736,120.61977757910856
58,0.9015354218032373,84.90080123137216,113.01340472318184
59,0.8613897722420064,79.44589940597966,125.66243831416129
