reaction2_mm_results.csv,Vmax,Km1,Km2,Ki1
144,99.99954964577452,1.9999563622096406,2.9999964028494963,0.9999973581555625
145,99.99930348351455,2.0000547608116506,2.9999319192697214,1.0000083997926383
146,99.99974076814443,1.999978391263499,3.0000032536802075,1.0000008491757666
147,99.99992564994479,1.9999883115091022,2.999996568252099,1.000001535348875
148,99.99966084246982,1.9999686089244912,2.9999905960269504,0.9999993162055675
149,99.99996595087732,1.999976328832761,3.0000187496584028,1.0000051508182266
150,99.99976879601702,1.999983704047219,3.0000059018723486,1.0000039087844972
151,100.00047985600406,2.0000224412814687,3.000047428235734,1.0000114841053096
152,99.99934814850737,2.0000242846244283,2.999921992441262,0.999995283732753
153,99.99970654766992,1.9999864523605626,2.999996286029752,1.0000000843483847
154,100.00025995320446,2.0000273529241333,2.9999630056771585,0.9999866862999692
155,99.999778485884,1.9999942364702357,2.9999856301129397,0.9999977893011696
156,100.00033793711546,2.000011152443242,3.0000098787911216,0.9999898586842467
157,99.99960552463878,1.9999563553010302,2.999980060226519,0.9999991510952809
158,100.00053254232986,2.0000228449240574,2.9999994912950583,0.9999932205457384
159,99.99979838004805,2.000031615881994,2.999950367993119,0.9999997472380048
160,100.00010029175196,1.9999942117009326,2.999988036579431,0.9999952245355721
161,99.99874759170348,1.9999417511468172,2.9999500731724567,1.0000091669276148
162,99.99954284868879,2.0000189086363087,2.9999544036866697,1.0000033271052293
163,100.00040978465725,1.99999315833467,3.0000130894648316,0.9999914820328034
164,100.00005029615502,2.0000206284192155,2.999981871687137,0.9999942968310738
165,100.00046301968023,1.9999733160606625,3.0000941661792204,1.000009654517414
166,100.00000564389384,2.0000195711528983,2.999970202985634,0.9999981060789837
167,100.00003825037543,1.999971414495853,3.0000055788159714,0.9999927614667609
168,99.99995097097205,2.000012835049931,2.9999858772138768,1.0000079581094135
169,99.99990236312183,1.999982456860719,2.999996251957635,1.0000025713032399
170,99.99967635409303,1.9999723618994432,3.0000245051482484,1.0000120178879124
171,99.99993470426918,1.9999761417335975,3.000018184685263,0.9999969573930846
172,99.99946392904789,1.9999810151924948,2.9999993988749987,1.0000131610039158
173,99.9999221136735,2.0000100928295583,2.999968219983728,0.9999966859771566
174,99.9989852489228,1.9999700094446533,2.9999517137396667,1.000004475450774
175,100.00006256782656,1.9999822724415466,3.000013704727796,0.9999966291130279
176,100.00004266808097,2.0000404765819666,2.9999861255884954,1.0000030379426372
177,99.99988827682789,1.9999854993514015,3.000034769899764,1.0000166748783992
178,100.00000631536406,2.000027543760335,2.999966815294113,0.9999972013616143
179,100.00031676227951,2.0000482303731046,2.999994408475853,1.0000026717653554
180,99.9995218465248,2.0000013361051017,2.99996231658741,0.9999999747428653
181,100.00024685341943,1.9999678322437087,3.0000691105257054,1.000007183602575
182,100.00054681548755,2.0000141738577994,3.0000328722279113,1.0000044375878563
183,99.99997687729474,2.0000014866662585,2.9999942379123437,0.9999982750047318
184,100.0003173935843,2.0000070438740436,3.0000021302725797,0.9999956283944805
185,100.00089789071075,2.000028107071657,3.0000438926140007,0.99999044176484
186,99.99978770720594,1.9999631129186157,3.0000134037167125,1.0000058343660339
187,99.99913960096451,1.9999434748520255,2.999994232709283,1.0000087391719021
188,100.00053274257024,2.0000058337295044,3.0000269001162505,0.9999913012967709
189,99.99945739177832,1.9999745004077298,3.000010162233609,1.000011602947773
190,100.00001794106015,2.0000155864344245,2.9999956660914093,1.0000053196825187
191,99.99995259189323,1.9999829403866705,3.0000036459907755,0.9999957155695827
192,100.00064065020227,2.0000282169187877,3.000025335543733,0.9999997673623879
193,100.00085024132349,2.000030849234151,3.000017404500653,0.9999906328125335
194,100.00090716976784,2.0000736562479147,3.0000208807218476,1.0000023667299767
195,99.99907025900559,1.9999148534448923,3.000009789235191,1.000011538816959
196,100.00031044392249,2.0000286820857496,3.000015735234057,1.000006455478309
197,99.9996126821611,2.0000298190617505,2.999936287178027,0.9999960434888943
198,100.00043344015603,2.0000050883321587,3.0000260220150006,0.9999977752665467
199,100.00008753916046,1.9999704591523837,3.000026530295632,1.0000012530152023
200,100.00033647804362,2.0000260115437127,2.9999833561327844,0.9999892523502869
201,99.99991800383165,1.9999606981545817,3.000020502684623,0.9999931041463719
202,100.00034461909087,1.9999878758906133,3.0000478851232564,1.0000043886623535
203,99.99981826554996,2.000002987991909,2.999999319487806,0.9999994446881348
204,99.99937151220956,2.0000099012801456,2.9999653142340748,1.0000039995613292
205,99.99960852897405,1.9999511775453809,2.9999972152332486,1.0000008930077129
206,100.00064443295351,2.000033106407286,3.000034258648817,1.000002997591518
207,99.99944892626934,1.999997512545364,2.9999658064306534,1.0000031901071567
208,100.00021185044385,2.000014212705586,2.999997681679082,0.9999897678897836
209,100.00021838164105,2.000002953410774,3.000019795143596,1.000002113184827
210,99.999399865499,1.9999577093913248,3.0000183828583804,1.0000147938665918
211,99.99998677924387,2.0000434320326352,2.9999649798943473,0.9999975005281689
212,100.00002142578997,2.000042457953195,2.9999866716644648,1.0000007918872458
213,100.00085137716334,2.000018366430652,3.000030102167571,0.9999851730876237
214,99.99958349036767,1.999952411337546,3.0000250782282127,1.0000120080645747
215,100.00073604696014,2.000041696309315,3.0000138254588102,0.9999952962005465
216,99.99976829036748,1.9999493060007452,3.00000953449737,0.9999987720600495
217,99.99944448766925,2.0000080512250498,2.9999792446273026,1.0000168210339044
218,99.99897158280177,1.9999723274955188,2.9999591255730667,1.0000094815578278
219,99.99968588824996,1.9999985683482304,2.9999939366440502,1.0000083559900408
220,100.0000197542676,1.9999475702680853,3.000023337621514,0.9999877061151556
221,100.00050758400725,1.9999828241881443,3.000035599283301,0.9999976087651663
222,99.99998356038873,2.000005188131481,3.0000098097265857,1.0000020914666568
223,99.99987560532361,2.00001471676844,2.9999654300936003,0.9999941661150133
224,100.00023563440907,1.9999938305815619,3.0000408281151234,1.0000020670991223
225,100.00029149915986,2.0000322339563867,2.9999784968391623,0.9999887267375824
226,99.9996360485439,1.9999522540380457,2.9999772679766017,0.9999874028398654
227,100.00041471075497,1.9999941608097145,3.000030338045318,0.9999956353758392
228,99.9996645861917,1.999953007136691,3.000010054845186,1.0000026658943175
229,100.00032480670991,2.0000100534198704,3.000017437383927,0.9999973236347758
230,99.9997629006316,2.000008940474834,2.9999900063633733,1.0000019269150795
231,99.9992234291096,1.9999485126448768,2.99998883112534,1.0000075696587116
232,99.99968752838173,1.9999732703156605,2.9999816696523953,0.9999955735083328
233,100.00051096821757,2.000031135296756,3.000024903958613,1.00000236545957
234,99.999592439976,1.9999976604020153,2.9999928488138,1.000009791063835
235,99.99988806771765,1.9999559165105152,3.000016627712265,1.0000021445877523
236,99.99984385177153,1.9999767849414516,3.000017280539006,1.0000086650781406
237,100.00068149873809,2.0000287688256253,3.0000015901355352,0.9999803137601291
238,100.00001140662938,1.9999760731561103,3.0000122066748047,1.0000041836450642
239,99.99956337503451,1.9999857927287361,2.9999750610090667,1.0000008626312837
240,100.00002025028208,1.9999919532461394,3.000022272231827,1.0000047539035075
241,99.99952664367112,2.0000068835627998,2.999962365623767,1.000003060526174
242,100.00007440541341,2.000026725659936,2.999987843970381,0.9999964772172075
243,99.99975796912942,1.999963436354352,3.0000036022405205,1.0000017537466563
244,99.99982627894677,2.000011578794953,2.999982543768136,1.000003130343661
245,100.0000038505274,1.9999624457843375,2.9999947790946173,0.9999931996978666
246,100.00102909463294,2.000069501012042,3.0000000519144328,0.9999840681279436
247,100.0000973058308,1.999979839861809,3.000034834614415,1.000002460157728
248,99.99930934202263,1.9999571519470964,2.9999954460206135,1.000010638297281
249,100.00057333494847,2.0000554243201614,3.000000879501328,0.9999921948800853
250,99.99983153348572,1.9999644919793043,2.999990770458306,0.9999941006559154
251,100.00002410740734,1.9999787312272157,3.0000366482831726,1.0000109423109358
252,100.00016878171154,1.9999759079879917,3.0000549820010796,1.0000080988461104
253,99.99998565145094,2.0000091631786754,2.9999852176464605,0.9999939322875904
254,99.99984866357893,1.9999291494546076,3.0000525954610735,1.0000013338117328
255,99.99930339926411,2.0000365281040215,2.9999498450258346,1.0000054597558214
256,99.99963598936021,2.0000214970623915,2.999958237485447,1.0000027369854128
257,100.0002750736396,2.000029557174164,2.9999807610718268,0.9999954167925276
258,100.0001160368995,2.0000309314825038,2.999984259440463,1.0000016081058072
259,99.99945001726303,2.000005242586296,2.999966076759386,0.9999987543922737
260,100.00055931812182,1.9999774718027932,3.000066641540012,1.0000020268075211
261,100.00098041915182,2.0000122530920565,3.00003106944954,0.9999860611934758
262,100.00006654295537,1.9999756643837945,2.9999923759091716,0.9999900430933966
263,99.99975574709794,1.9999567866011332,3.0000198312665254,1.0000038412884982
264,99.99982603449334,1.9999783724848093,3.0000071529270254,1.0000059769692466
265,99.99968287236062,1.9999829707165298,3.0000126942675407,1.0000079240676643
266,100.0016596435624,2.0000653889495585,3.0000612192627574,0.9999914024702421
267,99.99994633269004,1.999991109396993,3.0000053918961873,1.0000003300384577
268,100.00014324893841,2.0000292857363284,3.000000470271341,1.0000049467947778
269,99.99983773625412,2.0000108906767506,2.9999590356460675,0.9999875418843923
270,100.00001649183093,1.9999697388838233,2.999997861424794,0.999992832590798
271,99.99978976571539,1.9999882165359408,3.0000024660599984,0.9999955444950148
272,100.00044328787504,2.0000522650703902,3.00000981572881,0.9999988281224403
273,99.999259707104,1.9999657529788508,2.9999871134786686,1.000009180023518
274,100.00051855082471,1.9999591314237082,3.000063184677984,0.9999959113150041
275,100.00100670527222,2.00002542316318,3.0000257139294964,0.9999794771550613
276,100.00030298369052,2.0000311561809285,2.9999801945103433,0.9999924901425159
277,99.9989921024876,1.9999375556630934,2.999974647825543,1.0000079127171182
278,100.00001017785954,1.9999754691758047,3.0000183249686763,1.0000017682350029
279,99.99965934651581,1.9999667953875426,3.00001169659387,1.0000111171508155
280,100.00100926500092,2.0000570637511506,3.0000070714316958,0.999985375800872
281,99.99958406450104,1.9999807842190733,2.999987764922352,1.000000854147459
282,100.00043898777618,1.9999770382147661,3.000029004922112,0.9999909854567863
283,99.99933166171405,1.9999264831070445,2.9999965073360118,0.9999986882009934
284,99.99995370346039,1.999989559674495,3.0000089278667676,1.0000013038283462
285,99.99987494012579,1.9999791537147698,3.000011548208969,1.0000048056986193
286,100.00063728089367,2.000038960859625,3.000011313842557,0.9999980874883015
287,99.99968403289398,1.9999695618319357,2.9999978506971696,1.0000018411063378
288,99.99989750327637,2.0000314111541546,2.9999547727184113,0.9999955606307942
289,99.99947735955162,1.9999577023501975,3.0000167284951025,1.0000007888930555
290,99.99951621481979,1.9999417802010873,3.0000256974394164,1.0000142883612924
291,100.00011299872517,1.9999946215769708,3.000019612688824,1.0000051709630315
292,99.99975176690344,1.9999960292126215,2.9999781444651332,0.9999976493142536
293,100.00109341129303,2.0000457355955064,3.000031972990955,0.9999909939759557
294,99.99967834559095,1.9999596977812713,3.0000247176655854,1.0000067362056067
295,99.99999052381634,2.0000157985871168,2.9999966657742694,1.0000018304335883
296,99.9998265737302,2.0000317108260846,2.9999770534825996,1.0000085421842
297,100.00041524292709,2.0000008889666616,3.000009252029572,0.9999915089567013
298,100.0008812195325,2.0000385338504025,3.000014032747896,0.9999887478742894
299,99.9996817383285,1.9999664841913303,3.0000169969518455,1.0000109737485472
300,100.00047617841476,2.0000115414255837,2.9999970951836095,0.9999865773717097
301,99.99964582626653,2.0000258143909764,2.999961119796066,1.0000025027620616
302,100.00033418663129,2.000021412292496,3.000045703742858,1.000005769004624
303,100.0000423811726,2.000001319759184,3.0000263084501,1.0000087878166188
304,99.9993587606074,1.9999677582998907,2.9999922786068054,1.000009140476084
305,99.99981503923958,1.9999844847580017,2.999997242610711,1.0000009558865635
306,100.00031374924143,2.0000071448177494,3.000005907871586,0.9999987691437032
307,100.00110951298255,2.000004778043811,3.0000591791059623,0.999983562858397
308,100.00057747915487,2.000051235690208,3.0000117954077417,0.9999968682204303
309,100.00025437683708,1.9999671839526372,3.000043779872549,1.00000347448466
310,100.00004419252804,1.9999808800360275,3.0000158182593717,1.000002430650583
311,100.00034503317376,1.9999963384535089,3.000041008169377,0.999995436202665
312,99.99983749766824,1.999971262965188,3.000015142157362,1.0000036514778132
313,99.9996677447743,1.9999644620819412,2.9999899876471994,1.00000096209329
314,100.00024463688897,2.0000043352132293,3.0000194141558083,0.9999998006026379
315,100.00024242582755,1.999985840743857,3.0000371105156485,1.0000052022543784
316,99.99970495373003,1.999990035916574,2.999986538104573,1.0000012684656516
317,99.9998087764419,2.0000075769911256,3.000004569028839,1.0000084086782828
318,100.0000409682529,1.99999451364052,3.000000323661064,0.9999956456509997
319,100.00006559872281,2.0000044675114226,2.9999893268188655,0.9999964268798703
320,100.00088676386777,2.0000464422005604,3.000010183349461,0.9999947038351548
321,100.00041682717203,2.0000463157028663,2.999982469833434,0.9999910287954977
322,99.9998792014462,2.000022867888978,2.9999809315051578,1.0000053259488737
323,100.00037115813133,2.0000141342810647,2.9999975394389637,0.9999925386942763
324,100.00063770167722,2.0000654648425544,3.000014699539654,1.0000016738093913
325,100.00044925459947,2.0000573567905433,2.999989207691198,0.9999960833568565
326,100.00030102896488,1.9999678891795174,3.000026716669132,0.9999879809752268
327,100.00038382304704,2.0000255108741714,2.9999983265453234,0.999995531010339
328,99.99933100203675,1.9999459186951183,3.0000254362901586,1.000014729618799
329,100.00083919593624,2.000032503059132,3.0000323339092247,0.9999958221343177
330,100.00038472961718,2.0000106704055858,3.000017916427004,0.9999959158699858
331,100.00007980862729,2.0000081546461517,2.999998527485269,0.9999940180803609
332,99.99983225328876,1.9999640548468502,3.0000347379129417,1.000004011984293
333,100.00005342791945,1.9999981385598966,2.9999500056877015,0.9999780569312361
334,99.99870819365891,1.9999285185293798,2.999976535396978,1.000011578835054
335,99.9998022345635,2.000029676319417,2.999972709872038,1.0000067742246643
336,99.99977889132583,1.99998503539183,2.9999806133910902,0.9999957218131283
337,99.9994384307669,2.0000019882646978,2.9999768489847463,1.0000077128607638
338,100.00068373709661,1.9999892645149433,3.0000441863241782,0.9999906926747282
339,99.99987235768644,1.999971063498557,3.000018254905572,1.000001384401685
340,99.99982159397933,2.0000075515446576,2.9999922640002223,1.0000051482444665
341,100.00018587081374,2.000000447840705,3.0000094375110153,0.9999998872166113
342,99.99900414990427,1.999960125794717,2.999976407849121,1.0000096635880782
343,99.99940325804359,1.9999800648203891,3.000009946568552,1.0000159934291954
344,99.99924655165476,1.999974310063235,2.9999610687787075,0.9999966942807197
345,100.0005332830746,1.9999771908646713,3.0000431336781115,0.9999928718627765
346,99.9987721937638,1.9999436066559497,2.9999745748737228,1.0000128092205938
347,100.00074190899484,2.000024581079181,3.000032582480501,0.9999894780574549
348,99.99988782462594,2.00002399969396,2.9999707335609362,1.0000001943246324
349,99.9993434791654,1.9999739122878533,2.9999521592401965,0.9999971514878907
350,100.00035557917984,2.0000513721774507,3.00000279570571,1.0000023513407765
351,99.99903152157503,2.0000090350232096,2.999921673780346,1.000002883289557
352,99.999089004207,1.9999696170063808,2.999933932019387,0.9999977151478421
353,100.00055926330785,2.0000557467376874,3.0000052888375977,0.9999962281371101
354,100.00018990572916,1.999986566633628,3.0000125659433308,0.999994961554682
355,100.00041417883706,1.9999953609532966,3.0000259277206776,0.999999542977898
356,99.99987772945475,2.000011137527584,2.999974777374134,1.0000030527515644
357,100.00026760740963,2.000018106637027,3.0000212531769668,1.0000035428407856
358,100.00038799963801,2.0000456412762366,2.9999986577464495,0.9999924172950946
359,99.99982725582845,1.9999882055841074,3.0000071848856495,1.0000057307911066
360,99.99961630034143,1.999964568539773,2.9999763655529086,0.9999953978619028
361,99.99979864358532,1.9999828219228393,2.9999866665370343,1.0000031485028607
362,99.99996757326227,1.9999929681695927,2.9999889691675166,0.9999968717967674
363,99.99963668746098,1.9999870521258871,2.9999870828985418,1.0000040654028777
364,100.0008496567892,2.0000471848667156,3.0000191105994207,0.9999960019519626
365,100.00045186306241,2.0000509121699954,2.9999746860975414,0.9999902308416801
366,99.99947667917691,1.9999939970965204,2.9999538199134754,1.000003422794815
367,99.9995281625535,1.999994439857218,2.9999728591727712,1.000009751534272
368,100.00010832421788,2.000022526178684,2.9999831997388817,0.9999925453114424
369,99.99990649385704,2.0000370842247537,2.999954219982087,0.9999942928747912
370,100.00030928083314,1.9999910429530336,3.0000422561226814,1.0000059697749595
371,100.00062391164111,2.0000203692938032,3.0000419964545118,1.0000034649780094
372,100.00041131746707,2.0000342828613173,3.000033651347804,1.0000001139018317
373,100.00043497137804,2.0000103402566642,3.000018650709711,0.9999917270095271
374,99.99871223999573,1.9999432761947924,2.999974547706226,1.000020307817753
375,99.99994282895646,1.9999830171189905,3.000013748748664,0.9999979610029629
376,99.99923802805054,2.0000057529227155,2.9999540976496712,1.0000006186901447
377,100.00040226054115,2.0000380399651543,3.0000317568274317,1.000011955088516
378,99.99990434345462,2.000014546807429,2.999993800412136,1.0000048384472917
379,99.99973101887402,2.0000085143543123,2.999953500444331,0.9999965663554357
380,99.99899051359719,1.999975622676486,2.999941810775533,1.0000056322350186
381,99.99920602221286,1.9999953982957133,2.9999697952197013,1.0000060237000559
382,100.00119438296655,2.0000144038774064,3.000033303075337,0.9999810523324669
383,100.00045223929204,2.0000414527790684,3.0000196743192307,1.0000026947300056
384,99.99934916099042,1.9999715063360826,2.999953207200863,0.9999939331683023
