,Vmax,Km1,Km2,Ki
443,6.752722314236684,109.11315908340327,6.462848451335867,144.70321361278957
444,11.095464830924415,110.29503025175369,10.851070179902115,139.9685311843307
445,11.92064571988568,108.70637716250334,11.931140169050233,147.7278360195224
446,90.6495977545101,119.19148901413926,90.95919193789464,149.6098824891887
447,26.203189724373477,108.55077240852671,27.204742795653324,148.78619531129144
448,28.79586213266197,105.86626841848805,29.65128372325453,136.59938846831892
449,5.047499063300518,100.7104398495463,4.814846854306065,130.14504788539696
450,11.626809152932978,119.71493861777356,11.240515967366422,150.909721400441
451,9.987534082616888,98.45826082802371,10.049397014226999,130.41382169318896
452,6.721852881540086,109.11499010225913,6.484404897536041,143.4584031849777
453,6.942814977704898,116.90130639489126,6.576520869749809,160.98666457537655
454,13.765046108435822,98.11037485062819,14.254145778379911,133.6732343960677
455,8.949816383887876,103.49893502894659,8.8851204954218,131.70650432361955
456,7.49249595121949,116.9964398278895,7.052602198760129,141.17408843934004
457,9.660213870453473,107.25243893677737,9.528240745033845,142.65666551450082
458,11.498590586578656,113.8255487757262,11.305859950386814,149.46657595260527
459,12.573854628721584,103.40076241904296,12.731914232539896,142.71426822373235
460,7.35432866266844,117.06909604409053,6.967869221586621,152.86886777455953
461,9.79318379097701,106.08574825839028,9.602591925985427,133.85704665793
462,7.882489757995604,104.72440329217078,7.75205652517166,140.2260972089662
463,10.079814500041103,104.35595264694622,10.213448256282108,143.54251102820413
464,10.431052110901085,95.96209898613209,10.712920372143532,132.8755103438977
465,8.39167481627334,109.85104717737228,8.148506571516515,137.05435551531664
466,8.1427663114632,107.50259039475239,7.944739874876524,137.8009121320222
467,7.85197678376148,109.0747002517408,7.6305218152142915,139.89048093569684
468,11.093869817373086,107.9114586037194,10.891162346294823,138.02873284393678
469,96.39737078918535,131.06862049911936,94.17691454177253,158.3659297930268
470,9.316082006569363,109.04258334255861,9.090750362088034,136.2535277272293
471,1228779.9536484962,106.39397381766251,1276906.389680475,135.3872022174755
472,4.748501378014747,105.9757044718204,4.449969312085357,136.42478168538665
473,5.594115743597879,92.21761498820509,5.541547570804368,127.45888587144856
474,5.679804001778619,101.23183284842352,5.502667611921817,135.98218827757188
475,52.398259511949696,104.28134321483975,55.04503899130414,137.6528484625464
476,11.570542578365265,105.33631009124827,11.613085769046501,147.83100279973183
477,8.725285856143394,110.70305821510185,8.39545888525675,136.23874746591719
478,15.59541906481956,117.96753590649462,15.315653855056205,146.42491434542896
479,7.5092320152420005,108.65863821425212,7.217292302181049,140.38825145245278
480,19.502485856946343,119.42896938477601,19.018513833318707,144.92790350985732
481,10.513357209931764,116.84148635678245,10.201007448882786,149.14559373814282
482,32.18747135786088,106.73738788743067,32.99086066329338,139.26041470509844
483,32.44792867251986,113.33518737043673,33.110067218057296,149.25427418120555
484,6.85991885522619,104.8673845399018,6.624788841248926,134.8721169656896
485,5.694415768956093,104.79880011236322,5.419106172325427,140.28534546123166
486,4.218090385987602,98.94683641463493,3.9952231305480432,135.73575726845957
487,7.719098964123708,111.8903232922692,7.437037270348228,148.40873747416157
488,14.644689283412562,107.4397475380397,14.674059038081042,136.07051996901788
489,20.799118013064934,108.74656018377793,21.16947319402458,142.3754033827437
490,18.967340948365422,124.0052766080069,18.41813157599319,155.97006697178077
491,7.812952119369819,117.28749161587555,7.3646263963509355,144.45921331151206
492,7.57533087127817,112.60187238341636,7.215367329248189,141.4996080137045
493,13.41484952791607,105.90883509932587,13.583631233045832,137.03366756147452
494,76.81148048191709,114.29482442723135,77.5413439197679,148.66236791824977
495,16.299534406592162,100.40265488147314,16.886418462268896,130.8048315270724
496,6.874764649971597,110.25351486763333,6.613433995819098,151.95524918957074
497,27.566569269699468,112.06674325694406,27.599165806412753,140.19638851305496
498,11.898213123321698,103.7788610136711,11.921945924394628,138.93237398106913
499,44.627057752119065,115.29705117032334,44.794895396644414,143.65055223951637
500,7.4214966792827575,103.54954479677549,7.264317010967925,133.19896673582036
501,16.627791308046472,127.61272632909397,15.686184858692371,145.61549285935334
502,9.414492247816906,110.32339991681182,9.223450331171167,143.76627235261185
503,5.9353783286033295,106.8559334533509,5.634350775351701,149.08543573360424
504,23.408956278534646,126.93405979532027,22.730595293788838,151.76644315302568
505,7.155326169787467,119.7291045264058,6.678826365526941,150.84977206792232
506,8.962903311092743,98.37290254377285,9.080185979686915,137.02266711132134
507,11.700800532401166,125.77850590523755,11.146631004145458,152.7399495520976
508,4.766225851515201,101.08318316628647,4.557465192660288,148.67577204071168
509,10.598609027950678,104.7265749453253,10.577393294485356,137.74207165796938
510,347598.32391567493,96.54039258285499,376265.376854529,132.00350467547622
511,8.529836058217217,112.22725252019185,8.293043294338169,146.73515236611743
512,19.179128619261725,114.18205782941457,18.99440381145548,139.4657254095981
513,13.658649647165785,105.69888690833173,13.887325833974371,138.3096031052055
514,528341.2377716574,101.79799834811831,553987.8510803881,125.03534108648418
515,9.969119523417927,120.19747739055671,9.52308644392728,152.96335877797918
516,7.052316159047229,104.52249653641448,6.840278009110949,134.80194044100003
517,10.633208584281805,103.26833331168292,10.609198796226744,135.16043779818008
518,6.335374453423763,117.72220136397145,5.899009191157039,151.3717775038391
519,9.692082522318032,103.53644702308674,9.694948527088798,136.82634512658115
520,15.082304209994474,115.7609788158269,14.966389140520427,152.88458879680502
521,25.364774276509184,114.73583847680997,25.247603310121736,137.64981615042043
522,6.446209059160315,103.49127281933876,6.290472381241657,145.06229831531803
523,9.44464517379755,94.66192035233084,9.662419869522713,133.19028545042693
524,13.378613314548852,100.88978411133192,13.637491312013774,131.2938350118136
525,187.34902967508143,103.35619444711209,198.09165439415085,138.46376482945692
526,10.79756784347269,97.79557872578741,10.992433955478349,129.51312961517806
527,11.27831253449524,87.43167233701092,11.83880142517303,121.14122783878814
528,10.59539565420454,108.38952184357873,10.42520350976291,135.39894018461138
529,57.717540050108006,126.34941170432977,55.534202963335815,153.07841961449807
530,757823.424494507,116.32805373571513,773246.293942974,147.23060750518843
531,7.5710763950055995,119.19106613024023,7.06130112279435,146.81701824279574
532,87.45445854057466,111.32023009146542,89.77391350026696,132.5369886944527
533,6.493520497141083,97.21063549346567,6.457290369468118,140.4219935420689
534,8.335026465225678,109.4893621805792,8.104283072841065,138.35458533352372
535,32.309529027046764,116.86173295168922,32.30161099780519,151.17605860400096
